Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage-kWh,Electricity usage z-score,Solar electricity generation z-score,bought electricity,excess solar
16,2020-10-15 16:00:00,0.384,0.261,0.261,0.384,,0.123
17,2020-10-15 17:00:00,0.033,0.567,0.567,0.033,0.5339999999999999,
18,2020-10-15 18:00:00,0.018,1.9932,1.9932,0.018,1.9752,
19,2020-10-15 19:00:00,0.015,13.5036,13.5036,0.015,13.4886,
20,2020-10-15 20:00:00,0.012,13.9062,13.9062,0.012,13.8942,
21,2020-10-15 21:00:00,0.0,1.503,1.503,0.0,1.503,
22,2020-10-15 22:00:00,0.012,1.44,1.44,0.012,1.428,
23,2020-10-15 23:00:00,0.0,0.9079092,0.9079092,0.0,0.9079092,
0,2020-10-16 00:00:00,0.0,1.3118688,1.3118688,0.0,1.3118688,
1,2020-10-16 01:00:00,0.0,0.2959704,0.2959704,0.0,0.2959704,
2,2020-10-16 02:00:00,0.0,0.19998,0.19998,0.0,0.19998,
3,2020-10-16 03:00:00,0.0,0.201,0.201,0.0,0.201,
4,2020-10-16 04:00:00,0.009,0.237,0.237,0.009,0.22799999999999998,
5,2020-10-16 05:00:00,0.003,0.354,0.354,0.003,0.351,
6,2020-10-16 06:00:00,0.015,0.582,0.582,0.015,0.567,
7,2020-10-16 07:00:00,0.012,2.073,2.073,0.012,2.061,
8,2020-10-16 08:00:00,0.501,0.654,0.654,0.501,0.15300000000000002,
9,2020-10-16 09:00:00,1.638,0.534,0.534,1.638,,1.1039999999999999
10,2020-10-16 10:00:00,3.558,0.561,0.561,3.558,,2.997
11,2020-10-16 11:00:00,4.977,0.285,0.285,4.977,,4.692
12,2020-10-16 12:00:00,5.109,0.051,0.051,5.109,,5.058
13,2020-10-16 13:00:00,2.46,0.15,0.15,2.46,,2.31
14,2020-10-16 14:00:00,1.146,0.624,0.624,1.146,,0.5219999999999999
15,2020-10-16 15:00:00,0.744,5.787,5.787,0.744,5.043,
16,2020-10-16 16:00:00,0.114,0.861,0.861,0.114,0.747,
17,2020-10-16 17:00:00,0.03,1.605,1.605,0.03,1.575,
18,2020-10-16 18:00:00,0.012,3.3528,3.3528,0.012,3.3407999999999998,
19,2020-10-16 19:00:00,0.009,3.3594,3.3594,0.009,3.3504,
20,2020-10-16 20:00:00,0.012,1.6764,1.6764,0.012,1.6643999999999999,
21,2020-10-16 21:00:00,0.015,1.365,1.365,0.015,1.35,
22,2020-10-16 22:00:00,0.0,1.635,1.635,0.0,1.635,
23,2020-10-16 23:00:00,0.0,0.9079092,0.9079092,0.0,0.9079092,
0,2020-10-17 00:00:00,0.0,1.0158984,1.0158984,0.0,1.0158984,
1,2020-10-17 01:00:00,0.0,0.8739126,0.8739126,0.0,0.8739126,
2,2020-10-17 02:00:00,0.0,0.29997,0.29997,0.0,0.29997,
3,2020-10-17 03:00:00,0.0,0.321,0.321,0.0,0.321,
4,2020-10-17 04:00:00,0.006,0.231,0.231,0.006,0.225,
5,2020-10-17 05:00:00,0.006,0.228,0.228,0.006,0.222,
6,2020-10-17 06:00:00,0.006,0.234,0.234,0.006,0.228,
7,2020-10-17 07:00:00,0.255,1.809,1.809,0.255,1.5539999999999998,
8,2020-10-17 08:00:00,0.87,0.48,0.48,0.87,,0.39
9,2020-10-17 09:00:00,3.099,0.183,0.183,3.099,,2.9160000000000004
10,2020-10-17 10:00:00,3.633,0.081,0.081,3.633,,3.552
11,2020-10-17 11:00:00,3.252,0.255,0.255,3.252,,2.997
12,2020-10-17 12:00:00,2.373,0.537,0.537,2.373,,1.8360000000000003
13,2020-10-17 13:00:00,0.306,0.477,0.477,0.306,0.17099999999999999,
14,2020-10-17 14:00:00,1.887,0.219,0.219,1.887,,1.668
15,2020-10-17 15:00:00,0.912,0.393,0.393,0.912,,0.519
16,2020-10-17 16:00:00,0.351,0.336,0.336,0.351,,0.014999999999999958
17,2020-10-17 17:00:00,0.042,6.678,6.678,0.042,6.636,
18,2020-10-17 18:00:00,0.012,4.5606,4.5606,0.012,4.5486,
19,2020-10-17 19:00:00,0.006,2.1648,2.1648,0.006,2.1588000000000003,
20,2020-10-17 20:00:00,0.012,2.013,2.013,0.012,2.001,
21,2020-10-17 21:00:00,0.0,1.203,1.203,0.0,1.203,
22,2020-10-17 22:00:00,0.0,26.082,,0.0,26.082,
23,2020-10-17 23:00:00,0.0,0.8719128,0.8719128,0.0,0.8719128,
0,2020-10-18 00:00:00,0.0,0.409959,0.409959,0.0,0.409959,
1,2020-10-18 01:00:00,0.0,0.2179782,0.2179782,0.0,0.2179782,
2,2020-10-18 02:00:00,0.0,0.1559844,0.1559844,0.0,0.1559844,
3,2020-10-18 03:00:00,0.0,0.216,0.216,0.0,0.216,
4,2020-10-18 04:00:00,0.012,0.237,0.237,0.012,0.22499999999999998,
5,2020-10-18 05:00:00,0.0,0.318,0.318,0.0,0.318,
6,2020-10-18 06:00:00,0.006,0.756,0.756,0.006,0.75,
7,2020-10-18 07:00:00,0.018,6.999,6.999,0.018,6.981,
8,2020-10-18 08:00:00,0.345,3.027,3.027,0.345,2.6820000000000004,
9,2020-10-18 09:00:00,0.387,2.931,2.931,0.387,2.544,
10,2020-10-18 10:00:00,0.657,2.13,2.13,0.657,1.4729999999999999,
11,2020-10-18 11:00:00,1.395,0.822,0.822,1.395,,0.5730000000000001
12,2020-10-18 12:00:00,0.519,4.779,4.779,0.519,4.26,
13,2020-10-18 13:00:00,0.354,0.669,0.669,0.354,0.31500000000000006,
14,2020-10-18 14:00:00,0.126,0.786,0.786,0.126,0.66,
15,2020-10-18 15:00:00,0.192,0.927,0.927,0.192,0.7350000000000001,
16,2020-10-18 16:00:00,0.165,0.897,0.897,0.165,0.732,
17,2020-10-18 17:00:00,0.048,1.212,1.212,0.048,1.164,
18,2020-10-18 18:00:00,0.021,5.8278,5.8278,0.021,5.8068,
19,2020-10-18 19:00:00,0.003,6.4086,6.4086,0.003,6.4056,
20,2020-10-18 20:00:00,0.0,7.0422,7.0422,0.0,7.0422,
21,2020-10-18 21:00:00,0.0,3.084,3.084,0.0,3.084,
22,2020-10-18 22:00:00,0.003,1.26,1.26,0.003,1.2570000000000001,
23,2020-10-18 23:00:00,0.0,1.769823,1.769823,0.0,1.769823,
0,2020-10-19 00:00:00,0.0,1.659834,1.659834,0.0,1.659834,
1,2020-10-19 01:00:00,0.0,0.2919708,0.2919708,0.0,0.2919708,
2,2020-10-19 02:00:00,0.0,0.2819718,0.2819718,0.0,0.2819718,
3,2020-10-19 03:00:00,0.0,0.291,0.291,0.0,0.291,
4,2020-10-19 04:00:00,0.003,0.216,0.216,0.003,0.213,
5,2020-10-19 05:00:00,0.006,0.222,0.222,0.006,0.216,
6,2020-10-19 06:00:00,0.003,0.66,0.66,0.003,0.657,
7,2020-10-19 07:00:00,0.0,1.437,1.437,0.0,1.437,
8,2020-10-19 08:00:00,0.588,0.588,0.588,0.588,0.0,0.0
9,2020-10-19 09:00:00,1.074,0.441,0.441,1.074,,0.633
10,2020-10-19 10:00:00,1.968,0.147,0.147,1.968,,1.821
11,2020-10-19 11:00:00,0.894,0.228,0.228,0.894,,0.666
12,2020-10-19 12:00:00,0.669,0.324,0.324,0.669,,0.34500000000000003
13,2020-10-19 13:00:00,1.842,0.228,0.228,1.842,,1.614
14,2020-10-19 14:00:00,1.539,0.441,0.441,1.539,,1.0979999999999999
15,2020-10-19 15:00:00,0.219,0.708,0.708,0.219,0.489,
16,2020-10-19 16:00:00,0.102,0.915,0.915,0.102,0.8130000000000001,
17,2020-10-19 17:00:00,0.03,5.313,5.313,0.03,5.2829999999999995,
18,2020-10-19 18:00:00,0.012,11.2464,11.2464,0.012,11.234399999999999,
19,2020-10-19 19:00:00,0.024,3.4848,3.4848,0.024,3.4608,
20,2020-10-19 20:00:00,0.0,2.9568,2.9568,0.0,2.9568,
21,2020-10-19 21:00:00,0.003,1.251,1.251,0.003,1.248,
22,2020-10-19 22:00:00,0.012,25.548,,0.012,25.535999999999998,
23,2020-10-19 23:00:00,0.0,1.2858714,1.2858714,0.0,1.2858714,
0,2020-10-20 00:00:00,0.0,0.3559644,0.3559644,0.0,0.3559644,
1,2020-10-20 01:00:00,0.0,0.2419758,0.2419758,0.0,0.2419758,
2,2020-10-20 02:00:00,0.0,0.149985,0.149985,0.0,0.149985,
3,2020-10-20 03:00:00,0.0,0.246,0.246,0.0,0.246,
4,2020-10-20 04:00:00,0.006,0.51,0.51,0.006,0.504,
5,2020-10-20 05:00:00,0.006,0.366,0.366,0.006,0.36,
6,2020-10-20 06:00:00,0.006,0.777,0.777,0.006,0.771,
7,2020-10-20 07:00:00,0.009,1.821,1.821,0.009,1.812,
8,2020-10-20 08:00:00,0.342,0.654,0.654,0.342,0.312,
9,2020-10-20 09:00:00,1.239,0.264,0.264,1.239,,0.9750000000000001
10,2020-10-20 10:00:00,1.341,0.342,0.342,1.341,,0.9989999999999999
11,2020-10-20 11:00:00,0.732,0.267,0.267,0.732,,0.46499999999999997
12,2020-10-20 12:00:00,0.417,0.255,0.255,0.417,,0.16199999999999998
13,2020-10-20 13:00:00,0.453,0.504,0.504,0.453,0.05099999999999999,
14,2020-10-20 14:00:00,0.762,5.952,5.952,0.762,5.1899999999999995,
15,2020-10-20 15:00:00,0.726,0.66,0.66,0.726,,0.06599999999999995
16,2020-10-20 16:00:00,0.096,0.603,0.603,0.096,0.507,
17,2020-10-20 17:00:00,0.039,1.29,1.29,0.039,1.2510000000000001,
18,2020-10-20 18:00:00,0.021,5.0424,5.0424,0.021,5.0214,
19,2020-10-20 19:00:00,0.009,3.4386,3.4386,0.009,3.4296,
20,2020-10-20 20:00:00,0.009,3.234,3.234,0.009,3.225,
21,2020-10-20 21:00:00,0.0,1.317,1.317,0.0,1.317,
22,2020-10-20 22:00:00,0.003,1.395,1.395,0.003,1.3920000000000001,
23,2020-10-20 23:00:00,0.0,1.356,1.356,0.0,1.356,
0,2020-10-21 00:00:00,0.0,0.9439056,0.9439056,0.0,0.9439056,
1,2020-10-21 01:00:00,0.0,0.409959,0.409959,0.0,0.409959,
2,2020-10-21 02:00:00,0.0,0.4079592,0.4079592,0.0,0.4079592,
3,2020-10-21 03:00:00,0.0,0.618,0.618,0.0,0.618,
4,2020-10-21 04:00:00,0.012,1.002,1.002,0.012,0.99,
5,2020-10-21 05:00:00,0.006,0.867,0.867,0.006,0.861,
6,2020-10-21 06:00:00,0.009,0.63,0.63,0.009,0.621,
7,2020-10-21 07:00:00,0.006,2.436,2.436,0.006,2.43,
8,2020-10-21 08:00:00,1.125,0.993,0.993,1.125,,0.132
9,2020-10-21 09:00:00,3.561,0.486,0.486,3.561,,3.075
10,2020-10-21 10:00:00,5.055,5.451,5.451,5.055,0.3959999999999999,
11,2020-10-21 11:00:00,1.386,0.897,0.897,1.386,,0.4889999999999999
12,2020-10-21 12:00:00,2.934,3.165,3.165,2.934,0.23099999999999987,
13,2020-10-21 13:00:00,5.046,0.444,0.444,5.046,,4.602
14,2020-10-21 14:00:00,3.906,0.714,0.714,3.906,,3.192
15,2020-10-21 15:00:00,1.011,0.6,0.6,1.011,,0.4109999999999999
16,2020-10-21 16:00:00,0.213,0.255,0.255,0.213,0.04200000000000001,
17,2020-10-21 17:00:00,0.012,0.99,0.99,0.012,0.978,
18,2020-10-21 18:00:00,0.0,16.2228,,0.0,16.2228,
19,2020-10-21 19:00:00,0.0,5.6562,5.6562,0.0,5.6562,
20,2020-10-21 20:00:00,0.003,3.6366,3.6366,0.003,3.6336,
21,2020-10-21 21:00:00,0.003,1.485,1.485,0.003,1.4820000000000002,
22,2020-10-21 22:00:00,0.003,7.923,7.923,0.003,7.92,
23,2020-10-21 23:00:00,0.0,1.6618338,1.6618338,0.0,1.6618338,
0,2020-10-22 00:00:00,0.0,0.8919108,0.8919108,0.0,0.8919108,
1,2020-10-22 01:00:00,0.0,0.4279572,0.4279572,0.0,0.4279572,
2,2020-10-22 02:00:00,0.0,0.3739626,0.3739626,0.0,0.3739626,
3,2020-10-22 03:00:00,0.0,0.318,0.318,0.0,0.318,
4,2020-10-22 04:00:00,0.0,0.222,0.222,0.0,0.222,
5,2020-10-22 05:00:00,0.015,0.453,0.453,0.015,0.438,
6,2020-10-22 06:00:00,0.006,0.342,0.342,0.006,0.336,
7,2020-10-22 07:00:00,0.294,2.346,2.346,0.294,2.052,
8,2020-10-22 08:00:00,1.473,2.049,2.049,1.473,0.5759999999999998,
9,2020-10-22 09:00:00,1.956,0.738,0.738,1.956,,1.218
10,2020-10-22 10:00:00,3.765,0.459,0.459,3.765,,3.306
11,2020-10-22 11:00:00,1.701,0.396,0.396,1.701,,1.3050000000000002
12,2020-10-22 12:00:00,1.404,0.636,0.636,1.404,,0.7679999999999999
13,2020-10-22 13:00:00,1.431,0.618,0.618,1.431,,0.8130000000000001
14,2020-10-22 14:00:00,0.696,0.348,0.348,0.696,,0.348
15,2020-10-22 15:00:00,0.402,0.828,0.828,0.402,0.42599999999999993,
16,2020-10-22 16:00:00,0.372,0.582,0.582,0.372,0.20999999999999996,
17,2020-10-22 17:00:00,0.036,0.369,0.369,0.036,0.333,
18,2020-10-22 18:00:00,0.006,0.6798,0.6798,0.006,0.6738,
19,2020-10-22 19:00:00,0.006,0.66,0.66,0.006,0.654,
20,2020-10-22 20:00:00,0.012,0.6864,0.6864,0.012,0.6744,
21,2020-10-22 21:00:00,0.003,0.309,0.309,0.003,0.306,
22,2020-10-22 22:00:00,0.015,0.561,0.561,0.015,0.546,
23,2020-10-22 23:00:00,0.0,0.435,0.435,0.0,0.435,
0,2020-10-23 00:00:00,0.0,0.927,0.927,0.0,0.927,
1,2020-10-23 01:00:00,0.0,0.129987,0.129987,0.0,0.129987,
2,2020-10-23 02:00:00,0.0,0.1339866,0.1339866,0.0,0.1339866,
3,2020-10-23 03:00:00,0.0,0.153,0.153,0.0,0.153,
4,2020-10-23 04:00:00,0.003,0.174,0.174,0.003,0.17099999999999999,
5,2020-10-23 05:00:00,0.015,0.204,0.204,0.015,0.189,
6,2020-10-23 06:00:00,0.003,0.456,0.456,0.003,0.453,
7,2020-10-23 07:00:00,0.201,0.486,0.486,0.201,0.285,
8,2020-10-23 08:00:00,0.639,0.417,0.417,0.639,,0.22200000000000003
9,2020-10-23 09:00:00,1.491,0.216,0.216,1.491,,1.2750000000000001
10,2020-10-23 10:00:00,4.497,0.099,0.099,4.497,,4.398
11,2020-10-23 11:00:00,4.827,0.12,0.12,4.827,,4.707
12,2020-10-23 12:00:00,1.497,0.222,0.222,1.497,,1.2750000000000001
13,2020-10-23 13:00:00,1.152,0.21,0.21,1.152,,0.942
14,2020-10-23 14:00:00,0.402,0.471,0.471,0.402,0.06899999999999995,
15,2020-10-23 15:00:00,0.486,0.516,0.516,0.486,0.030000000000000027,
16,2020-10-23 16:00:00,0.096,0.48,0.48,0.096,0.384,
17,2020-10-23 17:00:00,0.033,0.531,0.531,0.033,0.498,
18,2020-10-23 18:00:00,0.03,1.0956,1.0956,0.03,1.0655999999999999,
19,2020-10-23 19:00:00,0.009,1.0758,1.0758,0.009,1.0668000000000002,
20,2020-10-23 20:00:00,0.009,2.7456,2.7456,0.009,2.7366,
21,2020-10-23 21:00:00,0.015,2.205,2.205,0.015,2.19,
22,2020-10-23 22:00:00,0.006,1.386,1.386,0.006,1.38,
23,2020-10-23 23:00:00,0.0,0.6359364,0.6359364,0.0,0.6359364,
0,2020-10-24 00:00:00,0.0,0.5079492,0.5079492,0.0,0.5079492,
1,2020-10-24 01:00:00,0.0,0.1939806,0.1939806,0.0,0.1939806,
2,2020-10-24 02:00:00,0.0,0.3579642,0.3579642,0.0,0.3579642,
3,2020-10-24 03:00:00,0.0,0.54,0.54,0.0,0.54,
4,2020-10-24 04:00:00,0.006,0.213,0.213,0.006,0.207,
5,2020-10-24 05:00:00,0.024,0.237,0.237,0.024,0.213,
6,2020-10-24 06:00:00,0.009,0.471,0.471,0.009,0.46199999999999997,
7,2020-10-24 07:00:00,0.0,0.429,0.429,0.0,0.429,
8,2020-10-24 08:00:00,0.57,0.486,0.486,0.57,,0.08399999999999996
9,2020-10-24 09:00:00,1.146,0.468,0.468,1.146,,0.6779999999999999
10,2020-10-24 10:00:00,1.218,0.189,0.189,1.218,,1.029
11,2020-10-24 11:00:00,2.262,0.345,0.345,2.262,,1.917
12,2020-10-24 12:00:00,1.731,0.486,0.486,1.731,,1.245
13,2020-10-24 13:00:00,1.437,24.672,,1.437,23.235,
14,2020-10-24 14:00:00,2.241,0.429,0.429,2.241,,1.812
15,2020-10-24 15:00:00,0.723,0.465,0.465,0.723,,0.25799999999999995
16,2020-10-24 16:00:00,0.192,0.249,0.249,0.192,0.056999999999999995,
17,2020-10-24 17:00:00,0.018,9.006,9.006,0.018,8.988,
18,2020-10-24 18:00:00,0.006,2.9172,2.9172,0.006,2.9112,
19,2020-10-24 19:00:00,0.024,1.5312,1.5312,0.024,1.5071999999999999,
20,2020-10-24 20:00:00,0.027,1.0164,1.0164,0.027,0.9894,
21,2020-10-24 21:00:00,0.018,0.69,0.69,0.018,0.6719999999999999,
22,2020-10-24 22:00:00,0.009,1.14,1.14,0.009,1.131,
23,2020-10-24 23:00:00,0.0,0.6019398,0.6019398,0.0,0.6019398,
0,2020-10-25 00:00:00,0.0,0.2859714,0.2859714,0.0,0.2859714,
1,2020-10-25 01:00:00,0.0,0.2319768,0.2319768,0.0,0.2319768,
2,2020-10-25 02:00:00,0.0,0.3719628,0.3719628,0.0,0.3719628,
3,2020-10-25 03:00:00,0.0,0.519,0.519,0.0,0.519,
4,2020-10-25 04:00:00,0.015,0.234,0.234,0.015,0.21900000000000003,
5,2020-10-25 05:00:00,0.0,0.207,0.207,0.0,0.207,
6,2020-10-25 06:00:00,0.018,0.495,0.495,0.018,0.477,
7,2020-10-25 07:00:00,0.012,0.699,0.699,0.012,0.6869999999999999,
8,2020-10-25 08:00:00,0.6,0.339,0.339,0.6,,0.26099999999999995
9,2020-10-25 09:00:00,2.826,0.249,0.249,2.826,,2.577
10,2020-10-25 10:00:00,1.401,0.216,0.216,1.401,,1.185
11,2020-10-25 11:00:00,3.765,0.399,0.399,3.765,,3.366
12,2020-10-25 12:00:00,2.52,0.39,0.39,2.52,,2.13
13,2020-10-25 13:00:00,1.473,0.186,0.186,1.473,,1.2870000000000001
14,2020-10-25 14:00:00,2.469,0.264,0.264,2.469,,2.205
15,2020-10-25 15:00:00,0.621,0.357,0.357,0.621,,0.264
16,2020-10-25 16:00:00,0.216,0.498,0.498,0.216,0.28200000000000003,
17,2020-10-25 17:00:00,0.033,8.28,8.28,0.033,8.247,
18,2020-10-25 18:00:00,0.033,2.3166,2.3166,0.033,2.2836000000000003,
19,2020-10-25 19:00:00,0.012,0.6732,0.6732,0.012,0.6612,
20,2020-10-25 20:00:00,0.009,0.9372,0.9372,0.009,0.9282,
21,2020-10-25 21:00:00,0.015,0.414,0.414,0.015,0.39899999999999997,
22,2020-10-25 22:00:00,0.027,1.932,1.932,0.027,1.905,
23,2020-10-25 23:00:00,0.0,0.5779422,0.5779422,0.0,0.5779422,
0,2020-10-26 00:00:00,0.0,0.5259474,0.5259474,0.0,0.5259474,
1,2020-10-26 01:00:00,0.0,0.2439756,0.2439756,0.0,0.2439756,
2,2020-10-26 02:00:00,0.0,0.2159784,0.2159784,0.0,0.2159784,
3,2020-10-26 03:00:00,0.0,0.57,0.57,0.0,0.57,
4,2020-10-26 04:00:00,0.0,0.555,0.555,0.0,0.555,
5,2020-10-26 05:00:00,0.015,0.228,0.228,0.015,0.21300000000000002,
6,2020-10-26 06:00:00,0.006,0.51,0.51,0.006,0.504,
7,2020-10-26 07:00:00,0.027,0.507,0.507,0.027,0.48,
8,2020-10-26 08:00:00,0.459,0.486,0.486,0.459,0.02699999999999997,
9,2020-10-26 09:00:00,1.479,0.717,0.717,1.479,,0.7620000000000001
10,2020-10-26 10:00:00,3.039,0.426,0.426,3.039,,2.613
11,2020-10-26 11:00:00,2.493,0.462,0.462,2.493,,2.0309999999999997
12,2020-10-26 12:00:00,2.556,0.168,0.168,2.556,,2.388
13,2020-10-26 13:00:00,1.596,0.489,0.489,1.596,,1.1070000000000002
14,2020-10-26 14:00:00,0.936,0.474,0.474,0.936,,0.4620000000000001
15,2020-10-26 15:00:00,0.348,0.336,0.336,0.348,,0.011999999999999955
16,2020-10-26 16:00:00,0.087,0.366,0.366,0.087,0.279,
17,2020-10-26 17:00:00,0.03,1.206,1.206,0.03,1.176,
18,2020-10-26 18:00:00,0.0,2.277,2.277,0.0,2.277,
19,2020-10-26 19:00:00,0.009,4.6464,4.6464,0.009,4.6373999999999995,
20,2020-10-26 20:00:00,0.03,2.442,2.442,0.03,2.4120000000000004,
21,2020-10-26 21:00:00,0.009,0.96,0.96,0.009,0.951,
22,2020-10-26 22:00:00,0.006,0.678,0.678,0.006,0.672,
23,2020-10-26 23:00:00,0.0,0.4419558,0.4419558,0.0,0.4419558,
0,2020-10-27 00:00:00,0.0,0.3039696,0.3039696,0.0,0.3039696,
1,2020-10-27 01:00:00,0.0,0.1179882,0.1179882,0.0,0.1179882,
2,2020-10-27 02:00:00,0.0,0.1339866,0.1339866,0.0,0.1339866,
3,2020-10-27 03:00:00,0.0,0.336,0.336,0.0,0.336,
4,2020-10-27 04:00:00,0.009,0.333,0.333,0.009,0.324,
5,2020-10-27 05:00:00,0.009,0.579,0.579,0.009,0.57,
6,2020-10-27 06:00:00,0.0,0.72,0.72,0.0,0.72,
7,2020-10-27 07:00:00,0.012,0.498,0.498,0.012,0.486,
8,2020-10-27 08:00:00,0.66,0.225,0.225,0.66,,0.43500000000000005
9,2020-10-27 09:00:00,2.388,0.162,0.162,2.388,,2.226
10,2020-10-27 10:00:00,4.461,0.096,0.096,4.461,,4.365
11,2020-10-27 11:00:00,2.853,0.57,0.57,2.853,,2.2830000000000004
12,2020-10-27 12:00:00,2.127,0.525,0.525,2.127,,1.6019999999999999
13,2020-10-27 13:00:00,0.93,0.24,0.24,0.93,,0.6900000000000001
14,2020-10-27 14:00:00,3.843,0.084,0.084,3.843,,3.759
15,2020-10-27 15:00:00,0.747,0.237,0.237,0.747,,0.51
16,2020-10-27 16:00:00,0.162,0.252,0.252,0.162,0.09,
17,2020-10-27 17:00:00,0.042,1.041,1.041,0.042,0.9989999999999999,
18,2020-10-27 18:00:00,0.012,3.4254,3.4254,0.012,3.4133999999999998,
19,2020-10-27 19:00:00,0.018,3.5376,3.5376,0.018,3.5196,
20,2020-10-27 20:00:00,0.0,1.9536,1.9536,0.0,1.9536,
21,2020-10-27 21:00:00,0.006,1.326,1.326,0.006,1.32,
22,2020-10-27 22:00:00,0.009,2.766,2.766,0.009,2.757,
23,2020-10-27 23:00:00,0.0,0.9939006,0.9939006,0.0,0.9939006,
0,2020-10-28 00:00:00,0.0,1.159884,1.159884,0.0,1.159884,
1,2020-10-28 01:00:00,0.0,0.2479752,0.2479752,0.0,0.2479752,
2,2020-10-28 02:00:00,0.0,0.1179882,0.1179882,0.0,0.1179882,
3,2020-10-28 03:00:00,0.0,0.456,0.456,0.0,0.456,
4,2020-10-28 04:00:00,0.006,0.453,0.453,0.006,0.447,
5,2020-10-28 05:00:00,0.009,0.213,0.213,0.009,0.204,
6,2020-10-28 06:00:00,0.012,0.252,0.252,0.012,0.24,
7,2020-10-28 07:00:00,0.012,0.561,0.561,0.012,0.549,
8,2020-10-28 08:00:00,0.705,1.314,1.314,0.705,0.6090000000000001,
9,2020-10-28 09:00:00,2.121,0.459,0.459,2.121,,1.662
10,2020-10-28 10:00:00,0.972,0.213,0.213,0.972,,0.759
11,2020-10-28 11:00:00,1.413,1.131,1.131,1.413,,0.28200000000000003
12,2020-10-28 12:00:00,2.136,24.294,,2.136,22.158,
13,2020-10-28 13:00:00,1.551,7.206,7.206,1.551,5.655,
14,2020-10-28 14:00:00,1.182,0.354,0.354,1.182,,0.828
15,2020-10-28 15:00:00,0.633,0.336,0.336,0.633,,0.297
16,2020-10-28 16:00:00,0.096,0.249,0.249,0.096,0.153,
17,2020-10-28 17:00:00,0.024,0.504,0.504,0.024,0.48,
18,2020-10-28 18:00:00,0.021,16.368,,0.021,16.346999999999998,
19,2020-10-28 19:00:00,0.015,2.5872,2.5872,0.015,2.5722,
20,2020-10-28 20:00:00,0.009,2.0988,2.0988,0.009,2.0898000000000003,
21,2020-10-28 21:00:00,0.015,1.431,1.431,0.015,1.4160000000000001,
22,2020-10-28 22:00:00,0.018,1.743,1.743,0.018,1.725,
23,2020-10-28 23:00:00,0.0,1.2438756,1.2438756,0.0,1.2438756,
0,2020-10-29 00:00:00,0.0,1.039896,1.039896,0.0,1.039896,
1,2020-10-29 01:00:00,0.0,0.3319668,0.3319668,0.0,0.3319668,
2,2020-10-29 02:00:00,0.0,0.1319868,0.1319868,0.0,0.1319868,
3,2020-10-29 03:00:00,0.0,0.57,0.57,0.0,0.57,
4,2020-10-29 04:00:00,0.012,1.011,1.011,0.012,0.9989999999999999,
5,2020-10-29 05:00:00,0.012,0.648,0.648,0.012,0.636,
6,2020-10-29 06:00:00,0.009,0.546,0.546,0.009,0.537,
7,2020-10-29 07:00:00,0.003,0.468,0.468,0.003,0.465,
8,2020-10-29 08:00:00,0.567,0.717,0.717,0.567,0.15000000000000002,
9,2020-10-29 09:00:00,1.197,0.264,0.264,1.197,,0.933
10,2020-10-29 10:00:00,4.089,0.522,0.522,4.089,,3.567
11,2020-10-29 11:00:00,3.252,0.051,0.051,3.252,,3.2009999999999996
12,2020-10-29 12:00:00,1.539,10.242,10.242,1.539,8.703000000000001,
13,2020-10-29 13:00:00,5.754,6.939,6.939,5.754,1.1850000000000005,
14,2020-10-29 14:00:00,2.943,0.396,0.396,2.943,,2.547
15,2020-10-29 15:00:00,0.93,0.222,0.222,0.93,,0.7080000000000001
16,2020-10-29 16:00:00,0.192,0.258,0.258,0.192,0.066,
17,2020-10-29 17:00:00,0.015,0.381,0.381,0.015,0.366,
18,2020-10-29 18:00:00,0.0,2.2704,2.2704,0.0,2.2704,
19,2020-10-29 19:00:00,0.015,13.0086,13.0086,0.015,12.993599999999999,
20,2020-10-29 20:00:00,0.015,13.4046,13.4046,0.015,13.3896,
21,2020-10-29 21:00:00,0.012,1.458,1.458,0.012,1.446,
22,2020-10-29 22:00:00,0.009,1.569,1.569,0.009,1.56,
23,2020-10-29 23:00:00,0.0,1.5135,1.5135,0.0,1.5135,
0,2020-10-30 00:00:00,0.0,1.5338466,1.5338466,0.0,1.5338466,
1,2020-10-30 01:00:00,0.0,0.4279572,0.4279572,0.0,0.4279572,
2,2020-10-30 02:00:00,0.0,0.29997,0.29997,0.0,0.29997,
3,2020-10-30 03:00:00,0.0,0.453,0.453,0.0,0.453,
4,2020-10-30 04:00:00,0.0,0.441,0.441,0.0,0.441,
5,2020-10-30 05:00:00,0.018,0.234,0.234,0.018,0.21600000000000003,
6,2020-10-30 06:00:00,0.0,0.198,0.198,0.0,0.198,
7,2020-10-30 07:00:00,0.006,0.513,0.513,0.006,0.507,
8,2020-10-30 08:00:00,1.098,0.966,0.966,1.098,,0.13200000000000012
9,2020-10-30 09:00:00,1.944,0.54,0.54,1.944,,1.404
10,2020-10-30 10:00:00,4.401,0.423,0.423,4.401,,3.9779999999999998
11,2020-10-30 11:00:00,4.293,0.087,0.087,4.293,,4.206
12,2020-10-30 12:00:00,3.297,0.153,0.153,3.297,,3.144
13,2020-10-30 13:00:00,2.496,0.162,0.162,2.496,,2.334
14,2020-10-30 14:00:00,1.56,0.204,0.204,1.56,,1.356
15,2020-10-30 15:00:00,0.759,0.513,0.513,0.759,,0.246
16,2020-10-30 16:00:00,0.24,0.51,0.51,0.24,0.27,
17,2020-10-30 17:00:00,0.003,8.796,8.796,0.003,8.793,
